"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8431","Active card shows the entry amount, payout and Insured/All In multiplier","Mobile Safari","2026-07-17","passed","2026-07-17","My Entries card redesign — read-only","","",""
"","11671","Picks Submitted screen exposes the description CTA and opens the editor","Mobile Chrome","2026-07-17","passed","2026-07-17","User Enter Contest","","",""
"","3528","Items route to their destination pages","Mobile Safari","2026-07-17","passed","2026-07-17","Account Center menu (DFS-1667)","","",""
"","3780","forgot password link navigates to password reset","Mobile Safari","2026-07-17","passed","2026-07-17","Login - Navigation","","",""
"","8","cannot login with empty username","Mobile Safari","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","9449","Verify entry card expand and collapse","Mobile Safari","2026-07-17","passed","2026-07-17","User entries","","",""
"","2537","View Odds opens the Pack Odds modal (when the pack has odds)","Mobile Safari","2026-07-17","passed","2026-07-17","Pack detail (DFS-2114)","","",""
"","7219","Verify history entry card details match API data","Mobile Safari","2026-07-17","passed","2026-07-17","User entries","","",""
"","0","Verify Contest Entry Using promo from Promotions Tab","Mobile Safari","2026-07-17","skipped","2026-07-17","Promo Contest Entry","","",""
"","4548","shows the pack name, Buy CTA and a back link","Mobile Chrome","2026-07-17","passed","2026-07-17","Pack detail (DFS-2114)","","",""
"","7","cannot login with empty password","Mobile Chrome","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","38418","Cancel Entry countdown stays within the 5-minute window","Mobile Chrome","2026-07-17","skipped","2026-07-17","User entries","","",""
"","192663","Free2Play tab routes to /challenges/mp and takes the indicator","Mobile Safari","2026-07-17","failed","2026-07-17","Bottom nav — tab routing & active indicator (DFS-1998)","","",""
"","27377","buy a pack, RIP it, then redeem and ship the pulled card","Mobile Chrome","2026-07-17","passed","2026-07-17","Packs provider flow (money-moving)","","",""
"","3220","unauthenticated visit to /packs redirects to login with a next param","Mobile Chrome","2026-07-17","passed","2026-07-17","Packs access (DFS-2146)","","",""
"","2713","Groups items under Account, Rewards and Support","Mobile Safari","2026-07-17","passed","2026-07-17","Account Center menu (DFS-1667)","","",""
"","3327","Gibberish query shows the empty state, clearing restores the grid","Mobile Safari","2026-07-17","passed","2026-07-17","Home feed search","","",""
"","3","Confirming cancel twice fires the cancel request only once (double-submit guard)","Mobile Chrome","2026-07-17","skipped","2026-07-17","My Entries card redesign — cancel flow","","",""
"","3402","the close bar dismisses the iframe and restores the page","Mobile Chrome","2026-07-17","passed","2026-07-17","Pack opening iframe (DFS-2087 / DFS-2169)","","",""
"","3309","the close bar dismisses the iframe and restores the page","Mobile Safari","2026-07-17","passed","2026-07-17","Pack opening iframe (DFS-2087 / DFS-2169)","","",""
"","6699","user can login with valid username","Mobile Safari","2026-07-17","passed","2026-07-17","Login - Valid Credentials","","",""
"","8931","slip persists through Rewards tab round-trip","Mobile Safari","2026-07-17","passed","2026-07-17","Slip persistence","","",""
"","30315","Contest creation and validate in entries section","Mobile Chrome","2026-07-17","passed","2026-07-17","User Enter Contest","","",""
"","300494","Freshly placed entry is cancellable with a live countdown, and confirming Cancel Entry moves it to History as Cancelled","Mobile Chrome","2026-07-17","broken","2026-07-17","My Entries card redesign — cancel flow","","",""
"","3517","Verify user data renders correctly","Mobile Safari","2026-07-17","passed","2026-07-17","My Settings","","",""
"","47522","Share toggle ON — newly-placed contest appears on You tab and Tail Entry tails it","Mobile Safari","2026-07-17","passed","2026-07-17","Tail Feed","","",""
"","5846","History entry surfaces a Won / Lost / Cancelled result pill","Mobile Chrome","2026-07-17","passed","2026-07-17","My Entries card redesign — read-only","","",""
"","2716","Feed tab routes to /challenges/feed and takes the indicator","Mobile Safari","2026-07-17","passed","2026-07-17","Bottom nav — tab routing & active indicator (DFS-1998)","","",""
"","4055","Only one tab is active at a time and Home restores","Mobile Safari","2026-07-17","passed","2026-07-17","Bottom nav — tab routing & active indicator (DFS-1998)","","",""
"","2551","Switching to the Promotions sub-tab routes to /rewards/promotions","Mobile Chrome","2026-07-17","passed","2026-07-17","Partner Rewards (DFS-1602 / DFS-1604)","","",""
"","2539","login page renders all expected elements","Mobile Chrome","2026-07-17","passed","2026-07-17","Login - Page Rendering","","",""
"","4389","View Leaderboard opens the contest-group leaderboard modal","Mobile Chrome","2026-07-17","skipped","2026-07-17","My Entries card redesign — read-only","","",""
"","7","cannot login with both fields empty","Mobile Safari","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","7","cannot login with empty username","Mobile Chrome","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","19454","user can login again after logout","Mobile Chrome","2026-07-17","failed","2026-07-17","Login - Logout Flow","","",""
"","2","Submit multiple contests back to back","Mobile Chrome","2026-07-17","skipped","2026-07-17","User Enter Contest","","",""
"","8598","View Odds opens the Pack Odds modal (when the pack has odds)","Mobile Chrome","2026-07-17","passed","2026-07-17","Pack detail (DFS-2114)","","",""
"","4476","Share button opens the share-slip modal for shareable entries","Mobile Chrome","2026-07-17","skipped","2026-07-17","My Entries card redesign — read-only","","",""
"","6","cannot login with unknown username","Mobile Chrome","2026-07-17","skipped","2026-07-17","Login - Invalid Credentials","","",""
"","3757","Collapsed active card shows the pick-badge preview; expanding hides it","Mobile Safari","2026-07-17","passed","2026-07-17","My Entries card redesign — read-only","","",""
"","70141","Verify user limit modal","Mobile Chrome","2026-07-17","passed","2026-07-17","User limit modal","","",""
"","19977","Navigating to last page then switching dropdown resets view and verify data","Mobile Safari","2026-07-17","passed","2026-07-17","User entries","","",""
"","5866","Just Opened section shows recent pulls, or is absent when there are none","Mobile Chrome","2026-07-17","passed","2026-07-17","Packs lobby (DFS-2114)","","",""
"","0","Shows partner offer cards, or the empty state when none are available","Mobile Safari","2026-07-17","skipped","2026-07-17","Partner Rewards (DFS-1602 / DFS-1604)","","",""
